mode,pedal,verification
1,0,-0.0033348563
1,0,-0.0033176421
1,0,-0.003300496
1,0,-0.0032843051
1,0,-0.0032682131
1,0,-0.0032513167
1,0,-0.0032344878
1,0,-0.003218597
1,0,-0.0032028039
1,0,-0.0031862216
1,0,-0.0031697059
1,0,-0.003154111
1,0,-0.0031386122
1,0,-0.003122339
1,0,-0.0031061313
1,0,-0.0030908273
1,0,-0.0030756175
1,0,-0.0030596482
1,0,-0.0030437435
1,0,-0.0030287258
1,0,-0.0030138009
1,0,-0.0029981307
1,0,-0.0029825241
1,0,-0.0029677879
1,0,-0.0029531428
1,0,-0.0029377667
1,0,-0.0029224531
1,0,-0.0029079938
1,0,-0.0028936241
1,0,-0.0028785373
1,0,-0.0028635121
1,0,-0.0028493254
1,0,-0.0028352266
1,0,-0.0028204246
1,0,-0.0028056833
1,0,-0.0027917648
1,0,-0.0027779328
1,0,-0.0027634111
1,0,-0.0027489493
1,0,-0.002735295
1,0,-0.0027217256
1,0,-0.0027074801
1,0,-0.0026932936
1,0,-0.0026798995
1,0,-0.002666589
1,0,-0.0026526155
1,0,-0.0026387
1,0,-0.0026255619
1,0,-0.0026125058
1,0,-0.0025987993
1,0,-0.0025851497
1,0,-0.0025722625
1,0,-0.0025594557
1,0,-0.002546011
1,0,-0.0025326223
1,0,-0.0025199815
1,0,-0.0025074197
1,0,-0.0024942326
1,0,-0.0024811008
1,0,-0.0024687029
1,0,-0.0024563828
1,0,-0.0024434497
1,0,-0.0024305711
1,0,-0.0024184125
1,0,-0.0024063303
1,0,-0.0023936469
1,0,-0.0023810168
1,0,-0.0023690927
1,0,-0.0023572432
1,0,-0.0023448043
1,0,-0.0023324179
1,0,-0.002320724
1,0,-0.0023091035
1,0,-0.0022969052
1,0,-0.0022847587
1,0,-0.0022732914
1,0,-0.0022618963
1,0,-0.0022499346
1,0,-0.0022380235
1,0,-0.0022267784
1,0,-0.0022156039
1,0,-0.0022038741
1,0,-0.0021921945
1,0,-0.0021811683
1,0,-0.0021702117
1,0,-0.0021587109
1,0,-0.0021472594
1,0,-0.0021364488
1,0,-0.0021257065
1,0,-0.0021144308
1,0,-0.0021032034
1,0,-0.0020926044
1,0,-0.0020820724
1,0,-0.0020710173
1,0,-0.0020600098
1,0,-0.0020496181
1,0,-0.0020392921
1,0,-0.0020284534
1,0,-0.0020176613
1,0,-0.0020074731
1,0,-0.0019973493
1,0,-0.001986723
1,0,-0.0019761426
1,0,-0.0019661544
1,0,-0.0019562294
1,0,-0.0019458118
1,0,-0.0019354392
1,0,-0.0019256472
